,stat,precision,recall,f1-score,support,model_accuracy,model
0,0,0.488425926,1,0.6562986,211,0.488425926,sp_085_thresh_merge_95
1,1,0,0,0,221,0.488425926,sp_085_thresh_merge_95
2,accuracy,0.488425926,0.488425926,0.488425926,0.488425926,0.488425926,sp_085_thresh_merge_95
3,macro avg,0.244212963,0.5,0.3281493,432,0.488425926,sp_085_thresh_merge_95
4,weighted avg,0.238559885,0.488425926,0.320553252,432,0.488425926,sp_085_thresh_merge_95
0,0,0.919786096,0.815165877,0.864321608,211,0.875,sp_08_thresh_merge_50
1,1,0.840816327,0.932126697,0.884120172,221,0.875,sp_08_thresh_merge_50
2,accuracy,0.875,0.875,0.875,0.875,0.875,sp_08_thresh_merge_50
3,macro avg,0.880301211,0.873646287,0.87422089,432,0.875,sp_08_thresh_merge_50
4,weighted avg,0.879387209,0.875,0.87445004,432,0.875,sp_08_thresh_merge_50
0,0,0.884057971,0.867298578,0.875598086,211,0.87962963,sp_08_thresh_merge_55
1,1,0.875555556,0.891402715,0.883408072,221,0.87962963,sp_08_thresh_merge_55
2,accuracy,0.87962963,0.87962963,0.87962963,0.87962963,0.87962963,sp_08_thresh_merge_55
3,macro avg,0.879806763,0.879350647,0.879503079,432,0.87962963,sp_08_thresh_merge_55
4,weighted avg,0.879708356,0.87962963,0.879593472,432,0.87962963,sp_08_thresh_merge_55
0,0,0.834782609,0.909952607,0.870748299,211,0.868055556,sp_08_thresh_merge_60
1,1,0.905940594,0.828054299,0.865248227,221,0.868055556,sp_08_thresh_merge_60
2,accuracy,0.868055556,0.868055556,0.868055556,0.868055556,0.868055556,sp_08_thresh_merge_60
3,macro avg,0.870361601,0.869003453,0.867998263,432,0.868055556,sp_08_thresh_merge_60
4,weighted avg,0.871185189,0.868055556,0.867934605,432,0.868055556,sp_08_thresh_merge_60
0,0,0.791164659,0.933649289,0.856521739,211,0.847222222,sp_08_thresh_merge_65
1,1,0.923497268,0.764705882,0.836633663,221,0.847222222,sp_08_thresh_merge_65
2,accuracy,0.847222222,0.847222222,0.847222222,0.847222222,0.847222222,sp_08_thresh_merge_65
3,macro avg,0.857330963,0.849177586,0.846577701,432,0.847222222,sp_08_thresh_merge_65
4,weighted avg,0.858862591,0.847222222,0.846347515,432,0.847222222,sp_08_thresh_merge_65
0,0,0.726950355,0.971563981,0.831643002,211,0.80787037,sp_08_thresh_merge_70
1,1,0.96,0.65158371,0.776280323,221,0.80787037,sp_08_thresh_merge_70
2,accuracy,0.80787037,0.80787037,0.80787037,0.80787037,0.80787037,sp_08_thresh_merge_70
3,macro avg,0.843475177,0.811573846,0.803961663,432,0.80787037,sp_08_thresh_merge_70
4,weighted avg,0.846172511,0.80787037,0.803320891,432,0.80787037,sp_08_thresh_merge_70
0,0,0.673139159,0.985781991,0.8,211,0.759259259,sp_08_thresh_merge_75
1,1,0.975609756,0.542986425,0.697674419,221,0.759259259,sp_08_thresh_merge_75
2,accuracy,0.759259259,0.759259259,0.759259259,0.759259259,0.759259259,sp_08_thresh_merge_75
3,macro avg,0.824374457,0.764384208,0.748837209,432,0.759259259,sp_08_thresh_merge_75
4,weighted avg,0.827875274,0.759259259,0.747652885,432,0.759259259,sp_08_thresh_merge_75
0,0,0.605797101,0.990521327,0.751798561,211,0.680555556,sp_08_thresh_merge_80
1,1,0.977011494,0.384615385,0.551948052,221,0.680555556,sp_08_thresh_merge_80
2,accuracy,0.680555556,0.680555556,0.680555556,0.680555556,0.680555556,sp_08_thresh_merge_80
3,macro avg,0.791404298,0.687568356,0.651873307,432,0.680555556,sp_08_thresh_merge_80
4,weighted avg,0.795700761,0.680555556,0.649560222,432,0.680555556,sp_08_thresh_merge_80
0,0,0.535714286,0.995260664,0.696517413,211,0.576388889,sp_08_thresh_merge_85
1,1,0.975,0.176470588,0.298850575,221,0.576388889,sp_08_thresh_merge_85
2,accuracy,0.576388889,0.576388889,0.576388889,0.576388889,0.576388889,sp_08_thresh_merge_85
3,macro avg,0.755357143,0.585865626,0.497683994,432,0.576388889,sp_08_thresh_merge_85
4,weighted avg,0.760441468,0.576388889,0.493081368,432,0.576388889,sp_08_thresh_merge_85
0,0,0.506024096,0.995260664,0.670926518,211,0.523148148,sp_08_thresh_merge_90
1,1,0.941176471,0.07239819,0.134453782,221,0.523148148,sp_08_thresh_merge_90
2,accuracy,0.523148148,0.523148148,0.523148148,0.523148148,0.523148148,sp_08_thresh_merge_90
3,macro avg,0.723600283,0.533829427,0.40269015,432,0.523148148,sp_08_thresh_merge_90
4,weighted avg,0.728636769,0.523148148,0.396480974,432,0.523148148,sp_08_thresh_merge_90
0,0,0.489559165,1,0.657320872,211,0.490740741,sp_08_thresh_merge_95
1,1,1,0.004524887,0.009009009,221,0.490740741,sp_08_thresh_merge_95
2,accuracy,0.490740741,0.490740741,0.490740741,0.490740741,0.490740741,sp_08_thresh_merge_95
3,macro avg,0.744779582,0.502262443,0.333164941,432,0.490740741,sp_08_thresh_merge_95
4,weighted avg,0.750687462,0.490740741,0.325661331,432,0.490740741,sp_08_thresh_merge_95
0,0,0.882926829,0.857819905,0.870192308,211,0.875,sp_09_thresh_merge_50
1,1,0.86784141,0.891402715,0.879464286,221,0.875,sp_09_thresh_merge_50
2,accuracy,0.875,0.875,0.875,0.875,0.875,sp_09_thresh_merge_50
3,macro avg,0.875384119,0.87461131,0.874828297,432,0.875,sp_09_thresh_merge_50
4,weighted avg,0.87520952,0.875,0.874935611,432,0.875,sp_09_thresh_merge_50
0,0,0.833333333,0.900473934,0.865603645,211,0.863425926,sp_09_thresh_merge_55
1,1,0.897058824,0.828054299,0.861176471,221,0.863425926,sp_09_thresh_merge_55
2,accuracy,0.863425926,0.863425926,0.863425926,0.863425926,0.863425926,sp_09_thresh_merge_55
3,macro avg,0.865196078,0.864264116,0.863390058,432,0.863425926,sp_09_thresh_merge_55
4,weighted avg,0.865933642,0.863425926,0.863338817,432,0.863425926,sp_09_thresh_merge_55
0,0,0.792828685,0.943127962,0.861471861,211,0.851851852,sp_09_thresh_merge_60
1,1,0.933701657,0.764705882,0.84079602,221,0.851851852,sp_09_thresh_merge_60
2,accuracy,0.851851852,0.851851852,0.851851852,0.851851852,0.851851852,sp_09_thresh_merge_60
3,macro avg,0.863265171,0.853916922,0.851133941,432,0.851851852,sp_09_thresh_merge_60
4,weighted avg,0.864895646,0.851851852,0.850894637,432,0.851851852,sp_09_thresh_merge_60
0,0,0.734982332,0.985781991,0.842105263,211,0.819444444,sp_09_thresh_merge_65
1,1,0.979865772,0.660633484,0.789189189,221,0.819444444,sp_09_thresh_merge_65
2,accuracy,0.819444444,0.819444444,0.819444444,0.819444444,0.819444444,sp_09_thresh_merge_65
3,macro avg,0.857424052,0.823207737,0.815647226,432,0.819444444,sp_09_thresh_merge_65
4,weighted avg,0.860258351,0.819444444,0.815034772,432,0.819444444,sp_09_thresh_merge_65
0,0,0.661392405,0.990521327,0.79316888,211,0.747685185,sp_09_thresh_merge_70
1,1,0.982758621,0.515837104,0.676557864,221,0.747685185,sp_09_thresh_merge_70
2,accuracy,0.747685185,0.747685185,0.747685185,0.747685185,0.747685185,sp_09_thresh_merge_70
3,macro avg,0.822075513,0.753179216,0.734863372,432,0.747685185,sp_09_thresh_merge_70
4,weighted avg,0.825795029,0.747685185,0.733513707,432,0.747685185,sp_09_thresh_merge_70
0,0,0.593220339,0.995260664,0.743362832,211,0.664351852,sp_09_thresh_merge_75
1,1,0.987179487,0.34841629,0.515050167,221,0.664351852,sp_09_thresh_merge_75
2,accuracy,0.664351852,0.664351852,0.664351852,0.664351852,0.664351852,sp_09_thresh_merge_75
3,macro avg,0.790199913,0.671838477,0.6292065,432,0.664351852,sp_09_thresh_merge_75
4,weighted avg,0.794759625,0.664351852,0.626563992,432,0.664351852,sp_09_thresh_merge_75
0,0,0.51980198,0.995260664,0.682926829,211,0.548611111,sp_09_thresh_merge_80
1,1,0.964285714,0.122171946,0.21686747,221,0.548611111,sp_09_thresh_merge_80
2,accuracy,0.548611111,0.548611111,0.548611111,0.548611111,0.548611111,sp_09_thresh_merge_80
3,macro avg,0.742043847,0.558716305,0.44989715,432,0.548611111,sp_09_thresh_merge_80
4,weighted avg,0.747188335,0.548611111,0.444502944,432,0.548611111,sp_09_thresh_merge_80
0,0,0.498817967,1,0.665615142,211,0.509259259,sp_09_thresh_merge_85
1,1,1,0.040723982,0.07826087,221,0.509259259,sp_09_thresh_merge_85
2,accuracy,0.509259259,0.509259259,0.509259259,0.509259259,0.509259259,sp_09_thresh_merge_85
3,macro avg,0.749408983,0.520361991,0.371938006,432,0.509259259,sp_09_thresh_merge_85
4,weighted avg,0.755209701,0.509259259,0.365139924,432,0.509259259,sp_09_thresh_merge_85
0,0,0.488425926,1,0.6562986,211,0.488425926,sp_09_thresh_merge_90
1,1,0,0,0,221,0.488425926,sp_09_thresh_merge_90
2,accuracy,0.488425926,0.488425926,0.488425926,0.488425926,0.488425926,sp_09_thresh_merge_90
3,macro avg,0.244212963,0.5,0.3281493,432,0.488425926,sp_09_thresh_merge_90
4,weighted avg,0.238559885,0.488425926,0.320553252,432,0.488425926,sp_09_thresh_merge_90
0,0,0.488425926,1,0.6562986,211,0.488425926,sp_09_thresh_merge_95
1,1,0,0,0,221,0.488425926,sp_09_thresh_merge_95
2,accuracy,0.488425926,0.488425926,0.488425926,0.488425926,0.488425926,sp_09_thresh_merge_95
3,macro avg,0.244212963,0.5,0.3281493,432,0.488425926,sp_09_thresh_merge_95
4,weighted avg,0.238559885,0.488425926,0.320553252,432,0.488425926,sp_09_thresh_merge_95
0,0,0.992424242,0.620853081,0.763848397,211,0.8125,sp_65_thresh_merge_50
1,1,0.733333333,0.995475113,0.84452975,221,0.8125,sp_65_thresh_merge_50
2,accuracy,0.8125,0.8125,0.8125,0.8125,0.8125,sp_65_thresh_merge_50
3,macro avg,0.862878788,0.808164097,0.804189073,432,0.8125,sp_65_thresh_merge_50
4,weighted avg,0.859880051,0.8125,0.805122885,432,0.8125,sp_65_thresh_merge_50
0,0,0.966887417,0.691943128,0.806629834,211,0.837962963,sp_65_thresh_merge_55
1,1,0.768683274,0.977375566,0.860557769,221,0.837962963,sp_65_thresh_merge_55
2,accuracy,0.837962963,0.837962963,0.837962963,0.837962963,0.837962963,sp_65_thresh_merge_55
3,macro avg,0.867785346,0.834659347,0.833593802,432,0.837962963,sp_65_thresh_merge_55
4,weighted avg,0.865491316,0.837962963,0.834217967,432,0.837962963,sp_65_thresh_merge_55
0,0,0.958083832,0.758293839,0.846560847,211,0.865740741,sp_65_thresh_merge_60
1,1,0.80754717,0.968325792,0.880658436,221,0.865740741,sp_65_thresh_merge_60
2,accuracy,0.865740741,0.865740741,0.865740741,0.865740741,0.865740741,sp_65_thresh_merge_60
3,macro avg,0.882815501,0.863309815,0.863609641,432,0.865740741,sp_65_thresh_merge_60
4,weighted avg,0.881073179,0.865740741,0.864004289,432,0.865740741,sp_65_thresh_merge_60
0,0,0.940540541,0.82464455,0.878787879,211,0.888888889,sp_65_thresh_merge_65
1,1,0.850202429,0.950226244,0.897435897,221,0.888888889,sp_65_thresh_merge_65
2,accuracy,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,sp_65_thresh_merge_65
3,macro avg,0.895371485,0.887435397,0.888111888,432,0.888888889,sp_65_thresh_merge_65
4,weighted avg,0.894325905,0.888888889,0.888327722,432,0.888888889,sp_65_thresh_merge_65
0,0,0.906403941,0.872037915,0.888888889,211,0.893518519,sp_65_thresh_merge_70
1,1,0.88209607,0.914027149,0.897777778,221,0.893518519,sp_65_thresh_merge_70
2,accuracy,0.893518519,0.893518519,0.893518519,0.893518519,0.893518519,sp_65_thresh_merge_70
3,macro avg,0.894250005,0.893032532,0.893333333,432,0.893518519,sp_65_thresh_merge_70
4,weighted avg,0.893968664,0.893518519,0.893436214,432,0.893518519,sp_65_thresh_merge_70
0,0,0.859030837,0.924170616,0.890410959,211,0.888888889,sp_65_thresh_merge_75
1,1,0.92195122,0.85520362,0.887323944,221,0.888888889,sp_65_thresh_merge_75
2,accuracy,0.888888889,0.888888889,0.888888889,0.888888889,0.888888889,sp_65_thresh_merge_75
3,macro avg,0.890491028,0.889687118,0.888867451,432,0.888888889,sp_65_thresh_merge_75
4,weighted avg,0.891219273,0.888888889,0.888831722,432,0.888888889,sp_65_thresh_merge_75
0,0,0.774319066,0.943127962,0.85042735,211,0.837962963,sp_65_thresh_merge_80
1,1,0.931428571,0.737556561,0.823232323,221,0.837962963,sp_65_thresh_merge_80
2,accuracy,0.837962963,0.837962963,0.837962963,0.837962963,0.837962963,sp_65_thresh_merge_80
3,macro avg,0.852873819,0.840342262,0.836829837,432,0.837962963,sp_65_thresh_merge_80
4,weighted avg,0.854692216,0.837962963,0.83651508,432,0.837962963,sp_65_thresh_merge_80
0,0,0.704467354,0.971563981,0.816733068,211,0.787037037,sp_65_thresh_merge_85
1,1,0.957446809,0.610859729,0.745856354,221,0.787037037,sp_65_thresh_merge_85
2,accuracy,0.787037037,0.787037037,0.787037037,0.787037037,0.787037037,sp_65_thresh_merge_85
3,macro avg,0.830957081,0.791211855,0.781294711,432,0.787037037,sp_65_thresh_merge_85
4,weighted avg,0.833885084,0.787037037,0.780474378,432,0.787037037,sp_65_thresh_merge_85
0,0,0.625377644,0.981042654,0.763837638,211,0.703703704,sp_65_thresh_merge_90
1,1,0.96039604,0.438914027,0.602484472,221,0.703703704,sp_65_thresh_merge_90
2,accuracy,0.703703704,0.703703704,0.703703704,0.703703704,0.703703704,sp_65_thresh_merge_90
3,macro avg,0.792886842,0.709978341,0.683161055,432,0.703703704,sp_65_thresh_merge_90
4,weighted avg,0.796764369,0.703703704,0.681293542,432,0.703703704,sp_65_thresh_merge_90
0,0,0.552631579,0.995260664,0.710659898,211,0.604166667,sp_65_thresh_merge_95
1,1,0.980769231,0.230769231,0.373626374,221,0.604166667,sp_65_thresh_merge_95
2,accuracy,0.604166667,0.604166667,0.604166667,0.604166667,0.604166667,sp_65_thresh_merge_95
3,macro avg,0.766700405,0.613014947,0.542143136,432,0.604166667,sp_65_thresh_merge_95
4,weighted avg,0.771655702,0.604166667,0.538242285,432,0.604166667,sp_65_thresh_merge_95
